company,city,country,longitude,latitude,yearEST,yearClosed,category,website
Double Down Interactive,Seattle,United States,-122.3320708,47.6062095,2009,0,Online Developer,www.doubledowninteractive.com
Double Eleven,Middlesbrough,England,-1.234956,54.574227,2009,0,Mobile/Handheld,www.double11.co.uk
Double Fine Productions,San Francisco,United States,-122.4194155,37.7749295,2000,0,Developer,www.doublefine.com
Double Helix Games ,Irvine,United States,-117.7946942,33.6839473,2007,0,Developer,www.doublehelixgames.com
Doublebear Productions,Seattle,United States,-122.3320708,47.6062095,2009,0,Developer,www.doublebearproductions.com
Doublespeak Games,Ottawa,Canada,-75.6971931,45.4215296,2013,0,Online Developer,www.doublespeakgames.com
Dovetail Games,Chatham,England,0.52213,51.380952,2008,0,Developer,www.dovetailgames.com
Downsized Games,Los Angeles,United States,-118.2436849,34.0522342,2009,0,Mobile/Handheld,www.downsizedgames.com
DR Studios,Broughton,England,-0.695391,52.052928,1998,0,Developer,www.drstudios.co.uk
Drago Entertainment,Krakow,Poland,19.9449799,50.0646501,1998,0,Developer,www.drago-entertainment.com
Dragon's Den Unlimited,Trevose,United States,-74.9810019,40.1392766,2001,0,Mobile/Handheld,www.drgnden.com
Dragonfly,Seoul,South Korea,126.9779692,37.566535,1995,0,Online Developer,www.dragonflygame.com
Dreadlocks,Prague,Czech Republic,14.4378005,50.0755381,2011,0,Developer,www.dreadlocks.cz
DreamBox Learning,Bellevue,United States,-122.2006786,47.610377,2006,0,Online Developer,www.dreambox.com
DreamCatcher Interactive,Toronto,Canada,-79.3831843,43.653226,1996,2011,"Developer, Publisher",
Dreamlords Digital,Antipolo City,Philippines,121.1244847,14.6254827,2011,0,Developer,www.dreamlordsdigital.com
DreamQuest Software,Louisville,United States,-85.7584557,38.2526647,2000,0,Developer,www.dqsoft.com
DreamsLair Entertainment,Bari,Italy,16.8718715,41.1171432,2010,0,Online Developer,www.dreamslair.com
Dressed Monkeys,Cologne,Germany,6.9602786,50.937531,2012,0,Online Developer,www.dressedmonkeys.com
DrinkBox Studios,Toronto,Canada,-79.3831843,43.653226,2008,0,Developer,www.drinkboxstudios.com
Driver-Inter,Saint Petersburg,Russia,30.3350986,59.9342802,1991,0,Developer,www.d-inter.ru
DTI Software,Montreal,Canada,-73.567256,45.5016889,1995,0,Developer,www.dtisoft.com
dtp entertainment,Hamburg,Germany,9.9936818,53.5510846,1995,0,Publisher,www.dtp-ag.com
Dubit,Leeds,England,-1.5490774,53.8007554,1999,0,Developer,www.dubitlimited.com
Dutch Games Association,Utrecht,Netherlands,5.1214201,52.0907374,2008,0,Organization,www.dutchgamesassociation.nl
Dynamic Animation Systems,Fairfax,United States,-77.3063733,38.8462236,1995,0,Developer,www.d-a-s.com
Dynamic Games Entertainment,Mambore,Brazil,-52.5276156,-24.317428,2004,0,Developer,www.dynamicgames.com.br
Dynamic Pixels,Moscow,Russia,37.6173,55.755826,2004,0,Developer,www.softdp.com
Dynamighty,San Francisco,United States,-122.4194155,37.7749295,2011,0,Developer,www.dynamighty.com
E-Line Media,New York City,United States,-74.0059413,40.7127837,2007,0,Developer,www.elinemedia.com
E1 Studio,Kuala Lumpur,Malaysia,101.686855,3.139003,2006,0,Developer,www.e-onestudio.com
EA Mobile,Playa Vista,United States,-118.4275776,33.9727898,2004,0,Mobile/Handheld,www.eamobile.com
Eagle Dynamics,Moscow,Russia,37.6173,55.755826,1991,0,Developer,www.eagle.ru
East Side Games,Vancouver,Canada,-123.1207375,49.2827291,2011,0,Developer,www.eastsidegamestudio.com
Easy Studio (Electronic Arts),Stockholm,Sweden,18.0685808,59.3293235,2008,0,Developer,www.easystudios.se
eat sleep play,Salt Lake City,United States,-111.8910474,40.7607793,2007,0,Developer,www.eatsleepplay.biz
Echoboom,Madrid,Spain,-3.7037902,40.4167754,2012,0,Mobile/Handheld,www.echoboom.com
Eden Games,Lyon,France,4.835659,45.764043,1996,0,Developer,www.eden-studios.fr
Edenic Games,Barcelona,Spain,2.1734035,41.3850639,2007,0,Online Developer,www.edenicgames.com
Edge of Reality,Austin,United States,-97.7430608,30.267153,1998,0,Developer,www.edgeofreality.com
Educa Studio,Salatiga,Indonesia,110.4988172,-7.3368305,2007,0,Developer,www.educastudio.com
eeGeo,Dundee,Scotland,-2.970721,56.462018,2010,0,Developer,www.eegeo.com
Efecto Studios,Bogota,Colombia,-74.075833,4.598056,2011,0,Developer,www.efectostudios.com
eGames,Langhorne,United States,-74.9226665,40.1745538,1992,0,Online Developer,www.egames.com
Egosoft,Wurselen,Germany,6.1320672,50.8216502,1988,0,Developer,www.egosoft.com
Eidos Interactive,London,England,-0.1277583,51.5073509,1990,2009,Publisher,
Eighting,Tokyo,Japan,139.6917064,35.6894875,1993,0,Developer,www.8ing.net
Eipix,Novi Sad,Serbia,19.85,45.25,2005,0,Developer,www.eipix.com
EivaaGames,Pune,India,73.8567437,18.5204303,2005,0,Developer,www.eivaagames.com
Ekosystem,Paris,France,2.3522219,48.856614,1999,0,Developer,www.ekosystem.com
Electric Bat Interactive,Austin,United States,-97.7430608,30.267153,2008,0,Online Developer,www.electric-bat.com
Electric Owl Studios,Pittsburgh,United States,-79.9958864,40.4406248,2007,0,Developer,www.electricowlstudios.com
Electronic Arts,Redwood City,United States,-122.2363548,37.4852152,1982,0,Publisher,www.electronicarts.de
Electronic Games Queensland,Brisbane,Australia,153.0234489,-27.4710107,2006,0,Organization,www.queenslandgames.com
Eligo Games,Vilnius,Lithuania,25.2796514,54.6871555,2011,0,Mobile/Handheld,www.eligogames.com
Ember Entertainment,Seattle,United States,-122.3320708,47.6062095,2011,0,Mobile/Handheld,www.ember-entertainment.com
Emobi Games,Ho Chi Minh City,Vietnam,106.6296638,10.8230989,2009,0,Developer,www.emobigames.vn
Empty Clip Studios,San Diego,United States,-117.1610838,32.715738,2007,0,Developer,www.emptyclipstudios.com
En Masse Entertainment,Seattle,United States,-122.3320708,47.6062095,2009,0,Online Developer,www.enmasse.com
Endgame Studios,Melbourne,Australia,144.96328,-37.814107,2003,0,Developer,www.endgamestudios.com
Engine Room Games,Bristol,England,-2.58791,51.454513,2008,0,Developer,www.engineroomgames.com
Enigma Software Productions,Madrid,Spain,-3.7037902,40.4167754,1996,0,Developer,www.enigmasp.com
Enlight Software,London,England,-0.1277583,51.5073509,1993,0,Developer,www.enlight.com
Enne Studios,Salamanca,Spain,-5.6635397,40.9701039,2006,0,Developer,www.enne.es
Ensemble Studios,Dallas,United States,-96.8009781,32.7802618,1995,2009,Developer,http://www.ensemblestudios.com/
Enspire Learning,Austin,United States,-97.7430608,30.267153,2001,0,Developer,www.enspire.com
Envision Entertainment,Ingelheim,Germany,8.0560682,49.9764195,2013,0,Developer,www.envision-entertainment.de
Epic Games,Raleigh,United States,-78.6381787,35.7795897,1991,0,Developer,www.epicgames.com
Epicenter Studios,Sherman Oaks,United States,-118.451357,34.1489719,2007,0,Developer,www.epicenter-studios.com
Epyx,San Francisco,USA,-122.4194155,37.7749295,1978,1993,Developer,
Escalation Studios,Dallas,United States,-96.8009781,32.7802618,2007,0,Developer,www.escalationstudios.com
Escape Hatch Entertainment,Austin,United States,-97.7430608,30.267153,2004,0,Developer,www.eschatch.com
Etranges Libellules,Lyon,France,4.835659,45.764043,1994,2012,Developer,
Eugen Systems,Paris,France,2.3522219,48.856614,2000,0,Developer,www.eugensystems.com
Eurocom,Derby,England,-1.4746186,52.9225301,1988,2012,Developer,
Eutechnyx,Gateshead,England,-1.603411,54.95268,1987,0,Developer,www.eutechnyx.com
eV Interactive,Chicago,United States,-87.6297982,41.8781136,2007,0,Developer,www.ev-interactive.com
EverdreamSoft,Geneva,Switzerland,6.1422961,46.1983922,2010,0,Mobile/Handheld,www.everdreamsoft.com
Evil Genius Designs,Pittsburgh,United States,-79.9958864,40.4406248,2009,0,Developer,www.evilgeniusdesigns.com
Evodant,Winnipeg,Canada,-97.1374937,49.8997541,2006,0,Developer,www.evodant.com
Evolution Studios (Sony),Runcorn,England,-2.729673,53.342078,1999,0,Developer,www.evos.net
EXAKT Entertainment,Santa Monica,United States,-118.4911912,34.0194543,1994,0,Developer,www.exaktent.com
Exato Games,Lynnwood,United States,-122.3151313,47.8209301,2009,0,Developer,www.exatogames.com
Excalibur Publisher,Bicester,England,-1.1535899,51.899603,2004,0,Publisher,www.excalibur-publishing.com/
Exclusive Games,Vladivostok,Russia,131.9,43.133333,2004,0,Developer,www.exclusivegames.com
exDream entertainment,Hannover,Germany,9.7320104,52.3758916,1994,0,Developer,www.exdream.com
Exigent Game Art Pvt Ltd,Delhi,India,77.2207238,28.6322444,2006,0,Developer,www.exigent3d.com/en/
Exit Games,Hamburg,Germany,9.9936818,53.5510846,2003,0,Online Developer,www.exitgames.com
Exor Studios,Szczecin,Poland,14.5528116,53.4285438,2007,0,Developer,www.exorstudios.com
Exozet ,Berlin,Germany,13.404954,52.5200066,1996,0,Developer,www.exozet.com
Eyelead Software,Athens,Greece,23.7293599,37.983917,2007,0,Developer,www.eyelead.com
F4 Group,Paris,France,2.3522219,48.856614,2002,0,Developer,www.f4-group.com
F84 Games,North Hollywood,United States,-118.3812562,34.187044,2008,0,Developer,www.f84games.com
FableLabs,San Francisco,United States,-122.4194155,37.7749295,2013,0,Developer,www.fablelabs.com
Fabrication Games,Stockholm,Sweden,18.0685808,59.3293235,2009,0,Developer,www.fabricationgames.com
Facepunch Studios,Walsall,England,-1.982919,52.586214,2009,0,Developer,www.facepunchstudios.com
Factor 5,Cologne,Germany,6.9602786,50.937531,1987,0,Developer,www.factor5.com
Faeria Studio,Bordeaux,France,-0.57918,44.837789,2006,0,Developer,studio.faeria.fr
Fair Play Labs,Zapote,Costa Rica,-83.9095726,10.4812896,2003,0,Mobile/Handheld,www.fairplaylabs.com
FanStudio,London,England,-0.1277583,51.5073509,2008,0,Mobile/Handheld,www.fanstudio.co.uk
fantazm,s-Hertogenbosch,Netherlands,5.3036748,51.6978162,2004,0,Developer,www.fantazm.com
Farmind,Oulu,Finland,25.4714526,65.0126148,2005,0,Developer,www.farmind.com
FarSight Studios,Big Bear Lake,United States,-116.9114215,34.2438963,1989,0,Developer,www.farsightstudios.com
Fathom Interactive,Vancouver,Canada,-123.1207375,49.2827291,2006,0,Developer,www.fathominteractive.com
Fatshark,Stockholm,Sweden,18.0685808,59.3293235,2008,0,Developer,www.fatshark.se
FeelPlus,Tokyo,Japan,139.6917064,35.6894875,1992,2010,Developer,www.feelplus.jp
FencingFleas,Kuala Lumpur,Malaysia,101.686855,3.139003,2010,0,Mobile/Handheld,www.fencingfleas.com
Feral Interactive,London,England,-0.1277583,51.5073509,1998,0,Publisher,www.feral.co.uk
Fierce Fun,Dublin,Ireland,-6.2603097,53.3498053,2014,0,Developer,www.fiercefun.com
Filament Games,Madison,United States,-89.4012302,43.0730517,2005,0,Developer,www.filamentgames.com
Finblade,Eastleigh,England,-1.374688,50.967182,2007,0,Mobile/Handheld,www.finblade.com
fine Orange Games,Detroit,United States,-83.0457538,42.331427,2012,0,Developer,www.fineorange.com
Finesse Mobile,Crowthorne,England,-0.795353,51.366901,2011,0,Mobile/Handheld,www.finessemobile.com
Finger Food Studios,Port Moody,Canada,-122.831667,49.283056,2009,0,Developer,www.fingerfoodstudios.com
Fingerprint Digital,San Francisco,United States,-122.4194155,37.7749295,2010,0,Mobile/Handheld,www.fingerprintplay.com
Firaxis Games,Hunt Valley,United States,-76.6585074,39.4900013,1996,0,Developer,www.firaxis.com
Fire Hose Games,Cambridge,United States,-71.1097335,42.3736158,2008,0,Developer,www.firehosegames.com
Firebrand Games,Glasgow,Scotland,-4.251806,55.864237,2006,0,Developer,www.firebrandgames.com
Firefly Studios,London,England,-0.1277583,51.5073509,1999,0,Developer,www.fireflyworlds.com
Firemonkeys (Electronic Arts),Richmond,Australia,145.0014704,-37.818635,1999,0,Mobile/Handheld,www.firemonkeys.com.au
Fireproof Games,Guildford,England,-0.570409,51.23622,2012,0,Mobile/Handheld,www.fireproofgames.com
Firesprite,Liverpool,England,-2.9915726,53.4083714,2012,0,Developer,www.firesprite.com
Firi Games,Den Haag,Netherlands,4.3006999,52.0704978,2009,0,Mobile/Handheld,www.firigames.com
First Star Software,Chappaqua,United States,-73.764855,41.1595399,1982,0,Developer,www.firststarsoftware.com
fish in a bottle,Warwick,England,-1.584927,52.282316,2003,0,Developer,www.fishinabottle.com
Fishcow Studio,Kosice,Slovakia,21.2577999,48.7210053,2011,0,Online Developer,www.fishcowstudio.com
Fishing Cactus,Mons,Belgium,3.956659,50.4542408,2008,0,Developer,www.fishingcactus.com
FISHLABS (Deep Silver),Hamburg,Germany,9.9936818,53.5510846,2004,0,Developer,www.fishlabs.net
FiveOneNine Games,Durham,United States,-78.898619,35.9940329,2011,0,Online Developer,www.fiveoneninegames.com
Fixer Studios,Seattle,United States,-122.3320708,47.6062095,2013,0,Mobile/Handheld,www.fixerstudios.com
Flagship Studios,San Francisco,USA,-122.4194155,37.7749295,2003,2008,Developer,
Flarb,Los Angeles,United States,-118.2436849,34.0522342,2001,0,Mobile/Handheld,www.flarb.com
Flaregames,Karlsruhe,Germany,8.4036527,49.0068901,2011,0,Mobile/Handheld,www.flaregames.com
FLOAT (hybrid entertainment),San Francisco,United States,-122.4194155,37.7749295,2009,0,Developer,www.floathybrid.com
FluffyLogic Development,Bristol,England,-2.58791,51.454513,2004,0,Developer,www.fluffylogic.net
Fluik Entertainment,Edmonton,Canada,-113.4909267,53.544389,2009,0,Mobile/Handheld,www.fluik.com
Flying Mollusk,Los Angeles,United States,-118.2436849,34.0522342,2013,0,Developer,www.flyingmollusk.com
Flying Wild Hog,Warsaw,Poland,21.0122287,52.2296756,2009,0,Developer,www.flyingwildhog.com
Flying Wisdom Studios,San Francisco,United States,-122.4194155,37.7749295,2008,0,Developer,www.flyingwisdomstudios.com
Focus Home Interactive,Paris,France,2.3522219,48.856614,1996,0,Publisher,www.focus-home.com
Forterra Systems,San Mateo,United States,-122.3255254,37.5629917,1998,0,Online Developer,www.forterrainc.com
Fortuity Infotech,Hyderabad,India,78.486671,17.385044,2009,0,Developer,www.fortuity.in
Forward Games,Rome,Italy,12.4801802,41.8723889,2006,0,Developer,www.forwardgames.com
Foundation 9 Entertainment (F9E),Irvine,United States,-117.7946942,33.6839473,1992,0,Developer,www.f9e.com
Four Door Lemon,Bradford,England,-1.759398,53.795984,2005,0,Developer,www.fourdoorlemon.com
Fource Labs,Utrecht,Netherlands,5.1214201,52.0907374,2009,0,Developer,www.fourcelabs.com
Fowl Moon Studios,Winnipeg,Canada,-97.1374937,49.8997541,2013,0,Mobile/Handheld,www.fowlmoon.com
Fox Interactive,Los Angeles,United States,-118.2436849,34.0522342,1994,2006,Publisher,
Frame Studios Interactive,Belluno,Italy,12.2167088,46.1424635,2002,0,Developer,www.framestudios.com
Framebunker,Copenhagen,Denmark,12.5683371,55.6760968,2013,0,Developer,www.framebunker.com
Free Lunch Design,Gothenburg,Sweden,11.97456,57.70887,1998,0,Developer,www.freelunchdesign.com
Free Range Games,Sausalito,United States,-122.4852507,37.8590937,2009,0,Developer,www.freerangegames.com
Freedom Factory Studios,Madrid,Spain,-3.7037902,40.4167754,2007,0,Developer,www.freedomfactorystudios.com
FreeStyleGames,Leamington Spa,England,-1.5200789,52.2851905,2002,0,Developer,www.freestylegames.com
Fresh Games,Columbus,United States,-82.9987942,39.9611755,2002,0,Developer,www.freshgames.com
FreshPlanet,New York City,United States,-74.0059413,40.7127837,2009,0,"Developer, Online Developer",www.freshplanet.com
Frictional Games,Helsingborg,Sweden,12.6945121,56.0464674,2001,0,Developer,www.frictionalgames.com
Frima Studio,Quebec City,Canada,-71.242796,46.8032826,2003,0,Online Developer,www.frimastudio.com
Frogmind,Helsinki,Finland,24.9410248,60.1733244,2012,0,Mobile/Handheld,www.frogmindgames.com
Frogwares,Kiev,Ukraine,30.5234,50.4501,2000,0,Developer,www.frogwares.com
From Software,Tokyo,Japan,139.6917064,35.6894875,1986,0,Developer,www.fromsoftware.jp
Frontier Developments,Cambridge,England,0.121817,52.205337,1994,0,Developer,www.frontier.co.uk
Frontline Studios,Bydgoszcz,Poland,18.0084378,53.1234804,2000,0,Developer,www.frontstudios.com
Frozenbyte,Helsinki,Finland,24.9410248,60.1733244,2001,0,Developer,www.frozenbyte.com
Fuel Games,Ottawa,Canada,-75.6971931,45.4215296,1999,0,Developer,www.fuelgames.com
Fuero Games,Warsaw,Poland,21.0122287,52.2296756,2010,0,Developer,www.fuerogames.com
Fugazo,Seattle,United States,-122.3320708,47.6062095,2007,0,Developer,www.fugazo.com
Fugitive Interactive,Montreal,Canada,-73.567256,45.5016889,2003,0,Mobile/Handheld,www.fugitive-interactive.com
Full Fat Productions,Coventry,England,-1.519693,52.406822,1996,0,Developer,www.full-fat.com
Fun Bits,Seattle,United States,-122.3320708,47.6062095,2009,0,Developer,www.funbits.com
Fun Labs,Bucharest,Romania,26.1025384,44.4267674,1999,0,Developer,www.funlabs.com
Fun Machine,Austin,United States,-97.7430608,30.267153,2011,0,Mobile/Handheld,www.fun-machine.com
Funatics Software,Oberhausen,Germany,6.8637765,51.4963341,1998,0,Developer,www.funatics.de
Funcom,Oslo,Norway,10.7522454,59.9138688,1993,0,Online Developer,www.funcom.com
Funguy Studio,Manila,Phillippines,120.9842195,14.5995124,2007,0,Online Developer,www.funguystudio.com
Funium,Draper,United States,-111.8638226,40.5246711,2010,0,Online Developer,www.funium.com
Funkitron,Boxford,United States,-70.996726,42.6611604,2001,0,Developer,www.funkitron.com
Funktronic Labs,Pasadena,United States,-118.1445155,34.1477849,2013,0,Developer,www.funktroniclabs.com
FunMobility,Pleasanton,United States,-121.8746789,37.6624312,1999,0,Mobile/Handheld,www.funmobility.com
Funomena,San Francisco,United States,-122.4194155,37.7749295,2012,0,Developer,www.funomena.com
Funtactix,New York City,United States,-74.0059413,40.7127837,2006,0,"Developer, Publisher",www.funtactix.com
Fuse Powered,Toronto,Canada,-79.3831843,43.653226,2010,0,Online Developer,www.fusepowered.com
Future Games of London,London,England,-0.1277583,51.5073509,2009,0,Mobile/Handheld,www.futuregamesoflondon.com
Futuremark Games Studio,Espoo,Finland,24.6559001,60.2054911,1997,0,Developer,www.futuremark.com/games/
FuturLab,Brighton,England,-0.137163,50.82253,2003,0,Developer,www.futurlab.co.uk
FX Interactive,Madrid,Spain,-3.7037902,40.4167754,1999,0,"Developer, Publisher",www.fxinteractive.com
FXLabs,Hyderabad,India,78.486671,17.385044,2004,0,Developer,www.fxlabs.com
G.Rev,Tokyo,Japan,139.6917064,35.6894875,2000,0,Developer,www.grev.co.jp
G4box,Markham,Canada,-79.3370188,43.8561002,2006,0,Publisher,www.g4box.com
G5 Entertainment,Stockholm,Sweden,18.0685808,59.3293235,2006,0,"Developer, Publisher",www.g5e.com
GaiaX,Tokyo,Japan,139.6917064,35.6894875,1999,0,"Developer, Publisher",www.gaiax.co.jp
Gaijin Entertainment,Moscow,Russia,37.6173,55.755826,2002,0,Developer,www.gaijinent.com
Gaijin Games,Santa Cruz,United States,-122.0307963,36.9741171,2004,0,Developer,www.gaijingames.com
GainPlay Studio,Utrecht,Netherlands,5.1214201,52.0907374,2008,0,Developer,www.gainplaystudio.com
Gala Networks Europe,Dublin,Ireland,-6.2603097,53.3498053,2006,0,Online Developer,www.gala-net.eu
Galactic Village Games,Westford,United States,-71.4378411,42.5792583,1998,0,Developer,www.galactic-village.com
Galxyz,Mountain View,United States,-122.0838511,37.3860517,2013,0,Developer,www.galxyz.com
Gamania Digital Entertainment Company,Taipei,Taiwan,121.5654177,25.0329694,1995,0,Publisher,tw.gamania.com
Gamar,London,England,-0.1277583,51.5073509,2013,0,Mobile/Handheld,www.gamar.com
Gambrinous,Dublin,Ireland,-6.2603097,53.3498053,2008,0,Developer,www.gambrinous.com
Game Arts,Tokyo,Japan,139.6917064,35.6894875,1985,0,Developer,www.gamearts.co.jp
Game Circus,Dallas,United States,-96.8009781,32.7802618,2010,0,Developer,www.gamecircus.com
Game Developers Association of Australia,Melbourne,Australia,144.96328,-37.814107,1999,0,Organization,www.gdaa.com.au
Game Factory,Szczecin,Poland,14.5528116,53.4285438,2004,0,Online Developer,www.game-factory.eu
Game Freak,Tokyo,Japan,139.6917064,35.6894875,1989,0,Developer,www.gamefreak.co.jp
Game On,Norrkoping,Sweden,16.192421,58.587745,1998,0,Developer,www.gameonsoftware.com
Game Pill,Aurora,Canada,-79.450396,44.00648,2009,0,Developer,www.gamepill.com
Game Refuge,Homewood,United States,-86.8008228,33.4717732,1992,0,Developer,www.gamerefuge.com
Game Republic,Leeds,England,-1.5490774,53.8007554,2003,0,Organization,www.gamerepublic.co.uk
Game Square,Bangkok,Thailand,100.5241235,13.7278956,2003,0,"Developer, Publisher",www.gamesquare.co.th
Game Stream (Wargaming),Minsk,Belarus,27.566667,53.9,2005,0,Online Developer,www.wargaming.com
GAME-O-GAMI,Las Vegas,United States,-115.1398296,36.1699412,2012,0,Developer,www.game-o-gami.com
GameAnax,Sugar Land,United States,-95.6349463,29.6196787,2013,0,Mobile/Handheld,www.gameanax.com
GameBlox Interactive,Sao Paulo,Brazil,-46.6333094,-23.5505199,2009,0,Developer,www.gameblox.com.br
Gamebrains,Kuala Lumpur,Malaysia,101.686855,3.139003,1998,0,Developer,www.gamebrains.com
gamecity:Hamburg,Hamburg,Germany,9.9936818,53.5510846,2003,0,Organization,www.gamecity-hamburg.com
GAMEDIA,Alkmaar,Netherlands,4.7533754,52.6323813,2007,0,Developer,www.gamedia.nl
Gamedoctors,Stukenbrock,Germany,8.656111,51.9125,2009,0,Mobile/Handheld,www.gamedrs.com
GameForge,Karlsruhe,Germany,8.4036527,49.0068901,2003,0,Online Developer,www.gameforge.de
GameFounders,Tallinn,Estonia,24.7535746,59.4369608,2011,0,Organization,www.gamefounders.com
GameGenetics,Berlin,Germany,13.404954,52.5200066,2009,0,Publisher,www.popmog.com
Gamegos,Istanbul,Turkey,28.97696,41.00527,2006,0,Developer,www.gamegos.com
GameHI,Seoul,South Korea,126.9779692,37.566535,2000,0,Online Developer,www.gamehi.com
GameHouse ,Seattle,United States,-122.3320708,47.6062095,1991,0,Developer,www.gamehouse.com
GameIS,Tel Aviv,Israel,34.7817676,32.0852999,2008,0,Organization,www.gameis.org.il
GameLab,Krakow,Poland,19.9449799,50.0646501,2000,0,Developer,www.gamelab.eu
Gamelion Studios,Helsinki,Finland,24.9410248,60.1733244,2002,0,Developer,www.game-lion.com
Gameloft,Paris,France,2.3522219,48.856614,1999,0,"Developer, Mobile/Handheld, Publisher",www.gameloft.com
GameOlic,Maldonado,Uruguay,-54.9611836,-34.6277617,2010,0,Developer,www.gameolic.com
GameOver-Games,Novosibirsk,Russia,82.9357327,55.0083526,2005,0,Developer,www.gameover-games.com
GameResort,Claremont,United States,-117.7197785,34.0966764,2008,0,Mobile/Handheld,www.gameresort.com
Gamerholix,Leeds,England,-1.5490774,53.8007554,2005,0,Developer,www.gamerholix.co.uk
GamersGate,Stockholm,Sweden,18.0685808,59.3293235,2006,0,Publisher,www.gamersgate.com
Games Cafe,Calgary,Canada,-114.0708459,51.0486151,2006,0,"Developer, Publisher",www.gamescafe.com
Games Distillery,Bratislava,Slovakia,17.1071373,48.1458923,2008,0,Developer,www.gamesdistillery.com
Games Faction,Sheffield,England,-1.470085,53.381129,2006,0,Developer,www.gamesfaction.com
Games For Change ,New York City,United States,-74.0059413,40.7127837,2004,0,Organization,www.gamesforchange.org
Games Maken,Den Haag,Netherlands,4.3006999,52.0704978,2011,0,Developer,www.gamesmaken.com
Games2Gaze,Athens,Greece,23.7293599,37.983917,2007,0,"Developer, Publisher",www.games2gaze.com
Games2win,Mumbai,India,72.8776559,19.0759837,2005,0,Online Developer,
GameSalad,Austin,United States,-97.7430608,30.267153,2007,0,Mobile/Handheld,www.gamesalad.com
gamesauce,Sheffield,England,-1.470085,53.381129,2009,0,Developer,www.gamesauce.co.uk
GameSim,Orlando,United States,-81.3792365,28.5383355,2008,0,Developer,www.gamesim.com
Gamester,Istanbul,Turkey,28.97696,41.00527,2009,0,Online Developer,www.gamester.com.tr
Gamevil,Seoul,South Korea,126.9779692,37.566535,2000,0,"Mobile/Handheld, Publisher",www.gamevil.com
Gameware Development,Cambridge,England,0.121817,52.205337,2001,0,Developer,www.gamewaredevelopment.co.uk
Gamigo,Hamburg,Germany,9.9936818,53.5510846,2000,0,Online Developer,www.gamigo.com
Gamious,Amsterdam,Netherlands,4.8951679,52.3702157,2011,0,Developer,www.gamious.com
Gamistry,Amsterdam,Netherlands,4.8951679,52.3702157,1997,0,Mobile/Handheld,www.gamistrygames.com
Gammick Entertainment,Barcelona,Spain,2.1734035,41.3850639,2007,0,Developer,www.gammickentertainment.com
Gamzee,Los Angeles,United States,-118.2436849,34.0522342,2011,0,Online Developer,
Ganymede Entertainment,Krakow,Poland,19.9449799,50.0646501,2004,0,Developer,www.ganymede.eu
Ganz Studios,Vaughan,Canada,-79.508276,43.8372079,2005,0,Online Developer,www.ganzstudios.com
GarageGames,Las Vegas,United States,-115.1398296,36.1699412,2000,0,"Developer, Publisher",www.garagegames.com
Garuda Games,Bandung,Indonesia,107.6082421,-6.9148644,2009,0,Developer,www.garudagames.com
Gazillion Entertainment,San Mateo,United States,-122.3255254,37.5629917,2005,0,Online Developer,www.gazillion.com
Gbanga,Zurich,Switzerland,8.5391825,47.3686498,2010,0,Mobile/Handheld,www.gbanga.com
GCREST,Tokyo,Japan,139.6917064,35.6894875,2003,0,Online Developer,www.gcrest.com
Gear Worx Productions,Falmouth,England,-5.06627,50.152571,2000,0,Developer,www.gearworxprod.com
Gearbox Software,Plano,United States,-96.6988856,33.0198431,1999,0,Developer,www.gearboxsoftware.com
Geek Brain Games,Brisbane,Australia,153.0234489,-27.4710107,2012,0,Developer,www.geekbraingames.com
Geemzo,Poznan,Poland,16.9251681,52.406374,2011,0,Developer,www.geemzo.com
Geeta Games,Portage,United States,-85.5800022,42.2011538,2012,0,Developer,www.geetagames.com
Geewa,Prague,Czech Republic,14.4378005,50.0755381,2005,0,"Mobile/Handheld, Online Developer",www.geewa.com
Geniaware,Savona,Italy,8.4645,44.2975603,2008,0,Developer,www.geniaware.com
Genius Factor Games,Vancouver,Canada,-123.1207375,49.2827291,2008,0,"Developer, Publisher",www.geniusfactorgames.com
Genki,Tokyo,Japan,139.6917064,35.6894875,1990,0,Developer,www.genki.co.jp
Genplay Games,Milpitas,United States,-121.8995741,37.4323341,2003,0,Mobile/Handheld,www.genplay.com
Gentleman Squid Studio,Orlando,United States,-81.3792365,28.5383355,2011,0,Developer,www.gentlemansquidstudio.com
Georgia Game Developers Association,Suwanee,United States,-84.0712997,34.0514898,2005,0,Organization,www.ggda.org
Gextech,London,England,-0.1277583,51.5073509,2005,0,Developer,www.gextech.com
Ghost Games (Electronic Arts),Gothenburg,Sweden,11.97456,57.70887,2011,0,Developer,www.ghostgames.com
Ghostfire Games,Austin,United States,-97.7430608,30.267153,2007,0,Developer,www.ghostfiregames.com
Ghostlight,Bishops Stortford,England,0.158605,51.869052,2004,0,Publisher,www.ghostlight.uk.com
Giant Interactive,Shanghai,China,121.473701,31.230416,2001,0,Developer,
Giant Sparrow,Santa Monica,United States,-118.4911912,34.0194543,2009,0,Online Developer,www.giantsparrow.com
Giant Squid,Santa Monica,United States,-118.4911912,34.0194543,2013,0,Developer,www.giantsquidstudios.com
GIANTS Software,Zurich,Switzerland,8.5391825,47.3686498,2004,0,Developer,www.giants-software.com
GigaMedia,Taipei,Taiwan,121.5654177,25.0329694,1999,0,"Developer, Publisher",www.gigamedia.com
Glass Egg,Ho Chi Minh City,Vietnam,106.6296638,10.8230989,1999,0,Developer,www.glassegg.com
